ProjectName,LayerCategory,CategoryID,Board,MeetingFormat,MeetingType,MeetingDate,ArcGIS_Date,MeetingYear,Status,AgendaItemID,AgendaItemNumber,AgendaItemType,ProjectTitle,Summary,ActionTaken,Outcome,MotionText,ProposedBy,SecondedBy,VoteResult,ApplicantName,ApplicationID,District,LocationName,Location,Latitude,Longitude,GeocodeConfidence,StaffCode,Filename,Document_Link,RecordType,LocationSeq,IsPrimary,ParcelID
Corkscrew Road,"Meetings, Records & Public Input",8,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2021-08-10,2021-08-10,2021,Accepted,1338,3,Presentation,"(Quasi-Judicial) The public will have an opportunity to speak for five minutes per agenda item. a. Corkscrew Pines CPD Rezoning Amendment (DCI2020-E002) (District 5) 21-acre vacant site on the south side of Corkscrew Road, east of Stoneybrook Golf...","(Quasi-Judicial) The public will have an opportunity to speak for five minutes per agenda item. a. Corkscrew Pines CPD Rezoning Amendment (DCI2020-E002) (District 5) 21-acre vacant site on the south side of Corkscrew Road, east of Stoneybrook Golf Drive a. Action: No formal action recorded. (Quasi-Judicial) The public will have an opportunity to speak for five minutes per agenda item. a. Corkscrew Pines CPD Rezoning Amendment (DCI2020-E002) (District 5) 21-acre vacant site on the south side o...","No formal action recorded. (Quasi-Judicial) The public will have an opportunity to speak for five minutes per agenda item. a. Corkscrew Pines CPD Rezoning Amendment (DCI2020-E002) (District 5) 21-acre vacant site on the south side of Corkscrew Road, east of Stoneybrook Golf Drive and south of Grandezza. Chairman Wood provided information regarding Board business and quasi-judicial hearings. All audience members and staff providing testimony for the hearing were sworn in by Village Land Use Counsel Stroud. Chairman Levitan has had conversations with Mary Gibbs and Nancy Stroud, and also read a copy of the Hearing Examiner's Report dated October 15, 2008. Boardmember Tatooles has received emails that were forwarded to Mary. No conflicts have been noted. Staff Presentation/Comments: Mary Gibbs, Community Development Director Presentation/Information by: Daniel Diserio, AICP, DeLisi, Inc. Neale Montgomery,Esq., Pavese","No formal action recorded. (Quasi-Judicial) The public will have an opportunity to speak for five minutes per agenda item. a. Corkscrew Pines CPD Rezoning Amendment (DCI2020-E002) (District 5) 21-acre vacant site on the south side of Corkscrew Road, east of Stoneybrook Golf Drive and south of Grandezza. Chairman Wood provided information regarding Board business and quasi-judicial hearings. All audience members and staff providing testimony for the hearing were sworn in by Village Land Use Counsel Stroud. Chairman Levitan has had conversations with Mary Gibbs and Nancy Stroud, and also read a copy of the Hearing Examiner's Report dated October 15, 2008. Boardmember Tatooles has received emails that were forwarded to Mary. No conflicts have been noted. Staff Presentation/Comments: Mary Gibbs, Community Development Director Presentation/Information by: Daniel Diserio, AICP, DeLisi, Inc. Neale Montgomery,Esq., Pavese",,,,,Mary Gibbs and Nancy Stroud,DCI2020-E002,5,"Stoneybrook, Estero, FL","Stoneybrook, Estero, FL",26.4298062,-81.7679548,0.9,null,08102021 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/PZDB%20Minutes/08102021%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,"Meetings, Records & Public Input",8,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2024-10-29,2024-10-29,2024,Accepted,1876,8,Public Comment,"Aldi - Development Order (Pending Submittal) (District 5) Located east of Stoneybrook Golf Drive and south of Corkscrew Road. Applicant proposes to develop a ± 22,000 square foot grocery store","Aldi - Development Order (Pending Submittal) (District 5) Located east of Stoneybrook Golf Drive and south of Corkscrew Road. Applicant proposes to develop a ± 22,000 square foot grocery store. Action: No formal action recorded. Aldi - Development Order (Pending Submittal) (District 5) Located east of Stoneybrook Golf Drive and south of Corkscrew Road. Applicant proposes to develop a ± 22,000 square foot grocery store. Staff Presentation/Comments Mary Gibbs, Community Development Director Pre...","No formal action recorded. Aldi - Development Order (Pending Submittal) (District 5) Located east of Stoneybrook Golf Drive and south of Corkscrew Road. Applicant proposes to develop a ± 22,000 square foot grocery store. Staff Presentation/Comments Mary Gibbs, Community Development Director Presentation/Information by Julia Burroughs, Planning Director, Thomas Engineering Group Edward McDonald P.E., Thomas Engineering Group John Lynch, ADP Engineering & Architecture Board Questions or Comments Board Members Wallace, Jeannin, Jones, Paivandy, Wiliams, Vice Chaiman Sheeley, and Chairman Gargano. Public Comment eComments Rachael Robbins, Stoneybrook Brian Rowolinski, Stoneybrook Molly Leach, Stoneybrook Catherine Foss, Stoneybrook Kathy Lynn, Stoneybrook Kelli Pasalodos, Stoneybrook Candice Roseberry, Stoneybrook Melissa Mahmoud, Stoneybrook Keneth Haney, Stoneybrook Zara Jones, Verdana Village Debbie Turkett, Stoney","No formal action recorded. Aldi - Development Order (Pending Submittal) (District 5) Located east of Stoneybrook Golf Drive and south of Corkscrew Road. Applicant proposes to develop a ± 22,000 square foot grocery store. Staff Presentation/Comments Mary Gibbs, Community Development Director Presentation/Information by Julia Burroughs, Planning Director, Thomas Engineering Group Edward McDonald P.E., Thomas Engineering Group John Lynch, ADP Engineering & Architecture Board Questions or Comments Board Members Wallace, Jeannin, Jones, Paivandy, Wiliams, Vice Chaiman Sheeley, and Chairman Gargano. Public Comment eComments Rachael Robbins, Stoneybrook Brian Rowolinski, Stoneybrook Molly Leach, Stoneybrook Catherine Foss, Stoneybrook Kathy Lynn, Stoneybrook Kelli Pasalodos, Stoneybrook Candice Roseberry, Stoneybrook Melissa Mahmoud, Stoneybrook Keneth Haney, Stoneybrook Zara Jones, Verdana Village Debbie Turkett, Stoney",,,,,,,5,"Stoneybrook, Estero, FL","Stoneybrook, Estero, FL",26.4298062,-81.7679548,0.9,null,10292024 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/10292024%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,
DISCUSSION - Sign Code Violations Mayor Batos mentioned past problems with violations of Estero-specific Sign Codes; and asked that any member of the public who notices a possible violation report it to Interim Village Manager Peter Lombardi,"Meetings, Records & Public Input",8,Village Council,Regular Meeting,Village Council,2015-05-08,2015-05-08,2015,Accepted,723,6,Ordinance,DISCUSSION - Sign Code Violations Mayor Batos mentioned past problems with violations of Estero-specific Sign Codes; and asked that any member of the public who notices a possible violation report it to Interim Village Manager Peter Lombardi,"DISCUSSION - Sign Code Violations Mayor Batos mentioned past problems with violations of Estero-specific Sign Codes; and asked that any member of the public who notices a possible violation report it to Interim Village Manager Peter Lombardi. Action: Mr. Levitan moved to direct the Village Attorney to develop a Special Magistrate Ordinance; seconded by Mr. Boesch. The Mayor called for public input, and the following individuals came forward: Old Estero resident, Patty Whitehead - billboards S...","Mr. Levitan moved to direct the Village Attorney to develop a Special Magistrate Ordinance; seconded by Mr. Boesch. The Mayor called for public input, and the following individuals came forward: Old Estero resident, Patty Whitehead - billboards Stoneybrook resident, Gary Israel - communication with business owners After Council members and Attorney Saunders addressed the speakers' concerns, the motion was called and carried","Mr. Levitan moved to direct the Village Attorney to develop a Special Magistrate Ordinance; seconded by Mr. Boesch. The Mayor called for public input, and the following individuals came forward: Old Estero resident, Patty Whitehead - billboards Stoneybrook resident, Gary Israel - communication with business owners After Council members and Attorney Saunders addressed the speakers' concerns, the motion was called and carried","Mr. Levitan moved to direct the Village Attorney to develop a Special Magistrate Ordinance; seconded by Mr. Boesch. The Mayor called for public input, and the following individuals came forward: Old Estero resident, Patty Whitehead - billboards Stoneybrook resident, Gary Israel - communication with business owners After Council members and Attorney Saunders addressed the speakers' concerns, the motion was called and carried",,,Detected,,,,"Stoneybrook, Estero, FL","Stoneybrook, Estero, FL",26.4298062,-81.7679548,0.9,DR/GR,05082015 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/05082015%20minutes.pdf,AgendaItemLocation,1,true,
"Possible Property Purchase and Sale Agreement Village Manager Sarkozy spoke regarding an available 12.02 acre parcel with DO and zoning in place, which could be used for recreational development","Meetings, Records & Public Input",8,Village Council,Regular Meeting,Village Council,2016-12-07,2016-12-07,2016,Accepted,2176,11,Contract Approval,"Possible Property Purchase and Sale Agreement Village Manager Sarkozy spoke regarding an available 12.02 acre parcel with DO and zoning in place, which could be used for recreational development","Possible Property Purchase and Sale Agreement Village Manager Sarkozy spoke regarding an available 12.02 acre parcel with DO and zoning in place, which could be used for recreational development. Action: No formal action recorded. Possible Property Purchase and Sale Agreement Village Manager Sarkozy spoke regarding an available 12.02 acre parcel with DO and zoning in place, which could be used for recreational development. Discussion ensued regarding installation costs for recreational amenit...","No formal action recorded. Possible Property Purchase and Sale Agreement Village Manager Sarkozy spoke regarding an available 12.02 acre parcel with DO and zoning in place, which could be used for recreational development. Discussion ensued regarding installation costs for recreational amenities; ongoing maintenance costs; possibility of a preliminary development design and obtaining an appraisal; in the middle of this parcel is a portion owned by Stoneybrook CDD Village Council Meeting Final Action Agenda/Minutes - December 7, 2016 Page 8 of9 that has never been used; re-distributing the list of available properties that Village Manager Sarkozy previously distributed to Council. Brief discussion followed regarding the Village developing a property acquisition policy. Village Attorney Saunders stated that he would provide information to the Village Manager","No formal action recorded. Possible Property Purchase and Sale Agreement Village Manager Sarkozy spoke regarding an available 12.02 acre parcel with DO and zoning in place, which could be used for recreational development. Discussion ensued regarding installation costs for recreational amenities; ongoing maintenance costs; possibility of a preliminary development design and obtaining an appraisal; in the middle of this parcel is a portion owned by Stoneybrook CDD Village Council Meeting Final Action Agenda/Minutes - December 7, 2016 Page 8 of9 that has never been used; re-distributing the list of available properties that Village Manager Sarkozy previously distributed to Council. Brief discussion followed regarding the Village developing a property acquisition policy. Village Attorney Saunders stated that he would provide information to the Village Manager",,,,,DO and zoning in place,,,"Stoneybrook, Estero, FL","Stoneybrook, Estero, FL",26.4298062,-81.7679548,0.9,,120716 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/120716%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,"Meetings, Records & Public Input",8,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2021-07-13,2021-07-13,2021,Accepted,1224,7,Public Comment,"The Colonnade, Continuing Care Retirement Community (CCRC) aka Volunteers of America (DOS2018-E005) (District 4) 21± acres located on the northeast corner of Corkscrew Road and Sandy Lane","The Colonnade, Continuing Care Retirement Community (CCRC) aka Volunteers of America (DOS2018-E005) (District 4) 21± acres located on the northeast corner of Corkscrew Road and Sandy Lane. Action: No formal action recorded. The Colonnade, Continuing Care Retirement Community (CCRC) aka Volunteers of America (DOS2018-E005) (District 4) 21± acres located on the northeast corner of Corkscrew Road and Sandy Lane. Staff Presentation/Comments: Mary Gibbs, Community Development Director  Presentatio...","No formal action recorded. The Colonnade, Continuing Care Retirement Community (CCRC) aka Volunteers of America (DOS2018-E005) (District 4) 21± acres located on the northeast corner of Corkscrew Road and Sandy Lane. Staff Presentation/Comments: Mary Gibbs, Community Development Director  Presentation/Information by: Kevin Ahmadi - Owner/Developer, Volunteers of America Andy Penry, LifeStar Living Darren Azdell, LifeStar Living Public Comment: None. Board Questions or Comments: Board Members Jones, Naratil, Sheeley, Tatooles, Wallace, Gargano, Chairman Levitan, and Chairman Wood The meeting recessed at 6:31 pm and reconvened at 6:44 pm. 7","No formal action recorded. The Colonnade, Continuing Care Retirement Community (CCRC) aka Volunteers of America (DOS2018-E005) (District 4) 21± acres located on the northeast corner of Corkscrew Road and Sandy Lane. Staff Presentation/Comments: Mary Gibbs, Community Development Director  Presentation/Information by: Kevin Ahmadi - Owner/Developer, Volunteers of America Andy Penry, LifeStar Living Darren Azdell, LifeStar Living Public Comment: None. Board Questions or Comments: Board Members Jones, Naratil, Sheeley, Tatooles, Wallace, Gargano, Chairman Levitan, and Chairman Wood The meeting recessed at 6:31 pm and reconvened at 6:44 pm. 7",,,,,,DOS2018-E005,4,"The Colonnade / Estero Townhomes site, 9301 Corkscrew Road, Estero, FL","The Colonnade / Estero Townhomes site, 9301 Corkscrew Road, Estero, FL",26.432264859989,-81.801155452524,1.0,null,07132021 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/PZDB%20Minutes/07132021%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,"Meetings, Records & Public Input",8,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2022-03-08,2022-03-08,2022,Accepted,347,1,Vote,"The Colonnade, Continuing Care Retirement Community (CCRC) aka Volunteers of America Development Order (DOS2018-E005) (District 4) 21± acres located on the northeast corner of Corkscrew Road and Sandy Lane. Rezoning was approved on January 20, 201...","The Colonnade, Continuing Care Retirement Community (CCRC) aka Volunteers of America Development Order (DOS2018-E005) (District 4) 21± acres located on the northeast corner of Corkscrew Road and Sandy Lane. Rezoning was approved on January 20, 2016, throu. Action: Approved the Development Order (DOS2018-E005) with stipulation in the staff report and additional stipulation to change the vertical color pattern, a condition of no pickleball, and there would be no lighting at the bocce and tennis...","Approved the Development Order (DOS2018-E005) with stipulation in the staff report and additional stipulation to change the vertical color pattern, a condition of no pickleball, and there would be no lighting at the bocce and tennis courts. The monument signs are not approved at this time and will come back at a later date","Approved the Development Order (DOS2018-E005) with stipulation in the staff report and additional stipulation to change the vertical color pattern, a condition of no pickleball, and there would be no lighting at the bocce and tennis courts. The monument signs are not approved at this time and will come back at a later date","Approved the Development Order (DOS2018-E005) with stipulation in the staff report and additional stipulation to change the vertical color pattern, a condition of no pickleball, and there would be no lighting at the bocce and tennis courts. The monument signs are not approved at this time and will come back at a later date",,,See minutes,,DOS2018-E005,4,"The Colonnade / Estero Townhomes site, 9301 Corkscrew Road, Estero, FL","The Colonnade / Estero Townhomes site, 9301 Corkscrew Road, Estero, FL",26.432264859989,-81.801155452524,1.0,null,03082022 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/03082022%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,"Meetings, Records & Public Input",8,Village Council,Regular Meeting,Village Council,2016-08-31,2016-08-31,2016,Accepted,1392,18,Discussion,"Assumption of Road Maintenance Responsibilities (Municipal Services) Discussion regarding assuming all roads from Lee County within Estero with the exception ofEstero Parkway east of Three Oaks Parkway, Corkscrew Road, Three Oaks Parkway, and Ben...","Assumption of Road Maintenance Responsibilities (Municipal Services) Discussion regarding assuming all roads from Lee County within Estero with the exception ofEstero Parkway east of Three Oaks Parkway, Corkscrew Road, Three Oaks Parkway, and Ben Hill Gri. Action: No formal action recorded. Assumption of Road Maintenance Responsibilities (Municipal Services) Discussion regarding assuming all roads from Lee County within Estero with the exception ofEstero Parkway east of Three Oaks Parkway, Co...","No formal action recorded. Assumption of Road Maintenance Responsibilities (Municipal Services) Discussion regarding assuming all roads from Lee County within Estero with the exception ofEstero Parkway east of Three Oaks Parkway, Corkscrew Road, Three Oaks Parkway, and Ben Hill Griffin Parkway. Three options for transition related to natural resources, animal services, and road maintenance were also discussed. Questions or Comments by: Vice Mayor Levitan, Councilmembers Boesch, Ribble, Wilson, Errington, and Mayor Batos","No formal action recorded. Assumption of Road Maintenance Responsibilities (Municipal Services) Discussion regarding assuming all roads from Lee County within Estero with the exception ofEstero Parkway east of Three Oaks Parkway, Corkscrew Road, Three Oaks Parkway, and Ben Hill Griffin Parkway. Three options for transition related to natural resources, animal services, and road maintenance were also discussed. Questions or Comments by: Vice Mayor Levitan, Councilmembers Boesch, Ribble, Wilson, Errington, and Mayor Batos",,,,,Lee County within Estero with the exception ofEstero Parkway east of Three Oaks Parkway,,,Three Oaks Parkway,"Three Oaks Parkway from Williams Road to Estero Parkway, Estero, FL",26.434889506286,-81.788651999919,0.9,,083116 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/083116%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,2,false,
Shadow Wood Community Association - Three Oaks Guardhouse Remodel (LDO2024-E037) (District 6) The guardhouse is located at the entrance to Shadow Wood on Oakwilde Boulevard and Three Oaks Parkway. No ex parte communication or conflicts of interest...,"Meetings, Records & Public Input",8,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2024-10-29,2024-10-29,2024,Accepted,1871,3,Vote,Shadow Wood Community Association - Three Oaks Guardhouse Remodel (LDO2024-E037) (District 6) The guardhouse is located at the entrance to Shadow Wood on Oakwilde Boulevard and Three Oaks Parkway. No ex parte communication or conflicts of interest...,Shadow Wood Community Association - Three Oaks Guardhouse Remodel (LDO2024-E037) (District 6) The guardhouse is located at the entrance to Shadow Wood on Oakwilde Boulevard and Three Oaks Parkway. No ex parte communication or conflicts of interest were no. Action: Approved Limited Development Order,Approved Limited Development Order,Approved Limited Development Order,Approved Limited Development Order,,,See minutes,,LDO2024-E037,6,"Three Oaks Parkway & Oakwilde Boulevard, Estero, FL","Three Oaks Parkway & Oakwilde Boulevard, Estero, FL",26.413073989755,-81.785739540023,1.0,null,10292024 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/10292024%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,
"PUBLIC HEARINGS (Quasi-Judicial) The public will have an opportunity to speak for five minutes per agenda item. a. The Tides at Pelican Landing - Paint Permit (District 1) Continued from the July 13th, 2021 meeting. All audience members and staff...","Meetings, Records & Public Input",8,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2021-08-24,2021-08-24,2021,Accepted,1371,3,Vote,"PUBLIC HEARINGS (Quasi-Judicial) The public will have an opportunity to speak for five minutes per agenda item. a. The Tides at Pelican Landing - Paint Permit (District 1) Continued from the July 13th, 2021 meeting. All audience members and staff...","PUBLIC HEARINGS (Quasi-Judicial) The public will have an opportunity to speak for five minutes per agenda item. a. The Tides at Pelican Landing - Paint Permit (District 1) Continued from the July 13th, 2021 meeting. All audience members and staff providin. Action: Approved motion to deny the painting permit",Approved motion to deny the painting permit,Approved motion to deny the painting permit,Approved motion to deny the painting permit,,,See minutes,,,1,Tides at Pelican Landing Subdivision,Tides at Pelican Landing Subdivision,26.395281758063803,-81.81280564789286,0.85,null,08242021 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/PZDB%20Minutes/08242021%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,
"The Tides at Pelican Landing Paint Permit (20256505) (District 1) Located on the west side of US 41, south of Coconut Road. Applicant was cited by Code Enforcement for repainting without a permit. Prior application to re-paint exterior of 11 build...","Meetings, Records & Public Input",8,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2021-09-28,2021-09-28,2021,Accepted,1666,3,Vote,"The Tides at Pelican Landing Paint Permit (20256505) (District 1) Located on the west side of US 41, south of Coconut Road. Applicant was cited by Code Enforcement for repainting without a permit. Prior application to re-paint exterior of 11 build...","The Tides at Pelican Landing Paint Permit (20256505) (District 1) Located on the west side of US 41, south of Coconut Road. Applicant was cited by Code Enforcement for repainting without a permit. Prior application to re-paint exterior of 11 buildings wit. Action: Approved scheme one and scheme three, for applicant to pick one scheme to use for the repaint of the exterior buildings","Approved scheme one and scheme three, for applicant to pick one scheme to use for the repaint of the exterior buildings","Approved scheme one and scheme three, for applicant to pick one scheme to use for the repaint of the exterior buildings","Approved scheme one and scheme three, for applicant to pick one scheme to use for the repaint of the exterior buildings",,,See minutes,,,1,Tides at Pelican Landing Subdivision,Tides at Pelican Landing Subdivision,26.395281758063803,-81.81280564789286,0.85,null,09282021 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/PZDB%20Minutes/09282021%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,
"Resolution No. 2015-74 A Resolution of the Village ofEstero, Florida, Approving the Tidewater Plat; and Providing an Effective Date The title of Resolution No. 2015-74 was read by Village Clerk Hall. Community Development Director Gibbs provided a...","Meetings, Records & Public Input",8,Village Council,Special Meeting,Village Council,2015-11-13,2015-11-13,2015,Accepted,1982,3,Resolution,"Resolution No. 2015-74 A Resolution of the Village ofEstero, Florida, Approving the Tidewater Plat; and Providing an Effective Date The title of Resolution No. 2015-74 was read by Village Clerk Hall. Community Development Director Gibbs provided a...","Resolution No. 2015-74 A Resolution of the Village ofEstero, Florida, Approving the Tidewater Plat; and Providing an Effective Date The title of Resolution No. 2015-74 was read by Village Clerk Hall. Community Development Director Gibbs provided an explan. Action: Councilmember Boesch moved to adopt Resolution No. 2015-74, seconded by Councilmember Ribble, called and carried","Councilmember Boesch moved to adopt Resolution No. 2015-74, seconded by Councilmember Ribble, called and carried","Councilmember Boesch moved to adopt Resolution No. 2015-74, seconded by Councilmember Ribble, called and carried","Councilmember Boesch moved to adopt Resolution No. 2015-74, seconded by Councilmember Ribble, called and carried",,,Detected,,Resolution No. 2015-74,,Tidewater Subdivision,Tidewater Subdivision,26.44579161420031,-81.77837751443633,0.85,SS,11132015 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/11132015%20minutes.pdf,AgendaItemLocation,1,true,
"Resolution No. 2016-18 A Resolution of the Village Council of the Village of Estero, Florida, Approving the Tidewater Phase 2 Replat; and Providing an Effective Date Tidewater Replat Phase 2-(District 5) (PLT20I6-E001) A rep lat of a part of Unive...","Meetings, Records & Public Input",8,Village Council,Regular Meeting,Village Council,2016-07-13,2016-07-13,2016,Accepted,1210,2,Resolution,"Resolution No. 2016-18 A Resolution of the Village Council of the Village of Estero, Florida, Approving the Tidewater Phase 2 Replat; and Providing an Effective Date Tidewater Replat Phase 2-(District 5) (PLT20I6-E001) A rep lat of a part of Unive...","Resolution No. 2016-18 A Resolution of the Village Council of the Village of Estero, Florida, Approving the Tidewater Phase 2 Replat; and Providing an Effective Date Tidewater Replat Phase 2-(District 5) (PLT20I6-E001) A rep lat of a part of University Hi. Action: Adopted Resolution No. 2016-08",Adopted Resolution No. 2016-08,Adopted Resolution No. 2016-08,Adopted Resolution No. 2016-08,,,Unanimous,,Resolution No. 2016-18,5,"Tidewater by Del Webb, Estero, FL","Tidewater by Del Webb, Estero, FL",26.4462,-81.7765,0.95,,071316 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/071316%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,"Meetings, Records & Public Input",8,Village Council,Regular Meeting,Village Council,2022-09-21,2022-09-21,2022,Accepted,1607,13,Ordinance,"Rezoning - Village-owned property at the northeast corner of Corkscrew Road and US 41. No ex parte communication or conflicts of interest were noted. Ordinance No. 2022-08 An Ordinance of the Village Council of the Village of Estero, Florida, Cons...","Rezoning - Village-owned property at the northeast corner of Corkscrew Road and US 41. No ex parte communication or conflicts of interest were noted. Ordinance No. 2022-08 An Ordinance of the Village Council of the Village of Estero, Florida, Considering . Action: Approved Ordinance No. 2022-08",Approved Ordinance No. 2022-08,Approved Ordinance No. 2022-08,Approved Ordinance No. 2022-08,,,Detected,,Ordinance No. 2022-08,,US 41 / Tamiami Trail,"US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,0.9,TD/CS,09212022 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/09212022%20minutes.pdf,AgendaItemLocation,2,false,
"Resolution No. 2017-31 A Resolution of the Village Council of the Village of Estero, Florida, Supporting the Designation of the Coach Jeff Sommer Memorial Highway on U.S. 41 from the North Boundary to the South Boundary of the Village of Estero; a...","Meetings, Records & Public Input",8,Village Council,Regular Meeting,Village Council,2017-11-15,2017-11-15,2017,Accepted,1998,2,Consent Agenda,"Resolution No. 2017-31 A Resolution of the Village Council of the Village of Estero, Florida, Supporting the Designation of the Coach Jeff Sommer Memorial Highway on U.S. 41 from the North Boundary to the South Boundary of the Village of Estero; a...","Resolution No. 2017-31 A Resolution of the Village Council of the Village of Estero, Florida, Supporting the Designation of the Coach Jeff Sommer Memorial Highway on U.S. 41 from the North Boundary to the South Boundary of the Village of Estero; and Provi. Action: Approved the Consent Agenda",Approved the Consent Agenda,Approved the Consent Agenda,Approved the Consent Agenda,,,Unanimous,,Resolution No. 2017-31,,US 41 / Tamiami Trail,"US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,0.9,,111517 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/111517%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
"First Reading of Zoning Ordinance No. 2024-11 Via Coconut An Ordinance of the Village Council of the Village of Estero, Florida, Approving with Conditions an Amendment to the Estero Planned Development (EPD) for a 20- acre Parcel on the West Side...","Meetings, Records & Public Input",8,Village Council,Budget Hearing,Public Hearing,2024-09-18,2024-09-18,2024,Accepted,1568,6,Ordinance,"First Reading of Zoning Ordinance No. 2024-11 Via Coconut An Ordinance of the Village Council of the Village of Estero, Florida, Approving with Conditions an Amendment to the Estero Planned Development (EPD) for a 20- acre Parcel on the West Side...","First Reading of Zoning Ordinance No. 2024-11 Via Coconut An Ordinance of the Village Council of the Village of Estero, Florida, Approving with Conditions an Amendment to the Estero Planned Development (EPD) for a 20- acre Parcel on the West Side of Via C. Action: Passed first reading and schedule second reading for October 2, 2024","Passed first reading and schedule second reading for October 2, 2024","Passed first reading and schedule second reading for October 2, 2024","Passed first reading and schedule second reading for October 2, 2024",,,Detected,Conditions an Amendment,Ordinance No. 2024-11,,Via Coconut Point,"Via Coconut Point from Coconut Road to Corkscrew Road, Estero, FL",26.420479,-81.80657,0.9,TD/CS,09182024 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/09182024%20minutes.pdf,AgendaItemLocation,1,true,
"Second Reading of Zoning Ordinance No. 2024-11 Via Coconut An Ordinance of the Village Council of the Village of Estero, Florida, Approving with Conditions an Amendment to the Estero Planned Development (EPD) for a 20- acre Parcel on the West Side...","Meetings, Records & Public Input",8,Village Council,Regular Meeting,Village Council,2024-10-02,2024-10-02,2024,Accepted,1694,7,Ordinance,"Second Reading of Zoning Ordinance No. 2024-11 Via Coconut An Ordinance of the Village Council of the Village of Estero, Florida, Approving with Conditions an Amendment to the Estero Planned Development (EPD) for a 20- acre Parcel on the West Side...","Second Reading of Zoning Ordinance No. 2024-11 Via Coconut An Ordinance of the Village Council of the Village of Estero, Florida, Approving with Conditions an Amendment to the Estero Planned Development (EPD) for a 20- acre Parcel on the West Side of Via . Action: Approved Ordinance No. 2024-11 with revisions to condition 14 (project phasing) and the addition of a condition related to the carport design",Approved Ordinance No. 2024-11 with revisions to condition 14 (project phasing) and the addition of a condition related to the carport design,Approved Ordinance No. 2024-11 with revisions to condition 14 (project phasing) and the addition of a condition related to the carport design,Approved Ordinance No. 2024-11 with revisions to condition 14 (project phasing) and the addition of a condition related to the carport design,,,Detected,Conditions an Amendment,Ordinance No. 2024-11,,Via Coconut Point,"Via Coconut Point from Coconut Road to Corkscrew Road, Estero, FL",26.420479,-81.80657,0.9,TD/CS,10022024 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/10022024%20minutes.pdf,AgendaItemLocation,1,true,
